ENSEMBL,ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000205358,4496,MT1H,metallothionein 1H,8.80214996698017,1.29779552872444,5.75239146730833,5.25894508193564e-05,0.00194860194026832,-1.00670446321731
ENSG00000125144,4495,MT1G,metallothionein 1G,8.30478378819456,2.81711490941411,3.57346529952736,0.00311137228638912,0.027192887868848,-2.15633508522361
ENSG00000125148,4502,MT2A,metallothionein 2A,7.7623114132604,5.75494787715238,10.4044418730639,6.42837718900748e-08,4.3190659238644e-05,7.15207963859365
ENSG00000198417,4494,MT1F,metallothionein 1F,7.2988188658311,1.11838424931073,4.36422277017456,0.000666875240774715,0.0100781286386994,-1.8092660569197
ENSG00000169715,4493,MT1E,metallothionein 1E,5.92477706193597,4.2309204488817,9.95276481911425,1.10944575211048e-07,4.70584753147089e-05,6.30075288136928
ENSG00000128564,7425,VGF,VGF nerve growth factor inducible,5.91659174311891,-0.036502488669704,3.28532042523545,0.00549921033816016,0.0390637738778998,-2.8347180718435
ENSG00000188707,113763,ZBED6CL,ZBED6 C-terminal like,5.84133293427512,0.274358529457247,4.35867459697172,0.00067399564561273,0.0101310674368555,-1.87693892265678
ENSG00000187193,4501,MT1X,metallothionein 1X,5.73881314658862,4.27900247864027,8.56727421032421,6.71389004383598e-07,0.000132033982649297,5.2996927268431
ENSG00000143217,81607,NECTIN4,nectin cell adhesion molecule 4,5.50463667742747,-1.11884894107786,4.29930954655026,0.000755259209027123,0.011001404467536,-2.08499428592366
ENSG00000189275,399827,LINC01164,long intergenic non-protein coding RNA 1164,5.2235316428978,-3.11928100632625,3.64744693843504,0.00268912438991533,0.0249054524830835,-2.64151033731136
ENSG00000037280,2324,FLT4,fms related receptor tyrosine kinase 4,5.2049528160008,-2.52921056390283,3.28479932294536,0.00550488278859414,0.0390868493906123,-2.93487356602097
ENSG00000169026,84179,SLC49A3,solute carrier family 49 member 3,4.96435902227801,-0.628168329667295,3.16539586667831,0.00697144887153489,0.0458274003479413,-2.87930843076571
ENSG00000157111,134285,TMEM171,transmembrane protein 171,4.83883026447904,-2.15571578864,3.69560986684365,0.00244586407640438,0.0235039083623484,-2.6229656384809
ENSG00000010671,695,BTK,Bruton tyrosine kinase,4.78704774004329,-2.27545130158215,3.32870878018387,0.00504685246343619,0.0371369872069333,-2.95702215770839
ENSG00000236941,391711,LOC391711,tripartite motif-containing protein 60-like,4.72297841802205,-1.73800224253167,3.60845908300283,0.00290388175705053,0.0260786981941421,-2.65323157564345
