ENSEMBL,ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000197465,2996,GYPE,glycophorin E (MNS blood group),-5.80430418240564,0.381804769134903,-6.79229422565648,9.30089984101187e-06,0.000704117417541391,1.4830376454448
ENSG00000250361,2994,GYPB,glycophorin B (MNS blood group),-4.46971178311644,2.394482088662,-8.85947557032099,4.5158403400739e-07,0.000101136007616238,5.9221264166516
ENSG00000265107,2702,GJA5,gap junction protein alpha 5,-3.51934974628726,2.73854547550707,-12.7603276384843,4.91692394198263e-09,9.91067482055873e-06,10.273483533093
ENSG00000185559,8788,DLK1,delta like non-canonical Notch ligand 1,-3.26772867265205,3.5181398482748,-6.94975932830053,7.24761131647989e-06,0.000578553131080388,4.05623538147353
ENSG00000129538,6035,RNASE1,"ribonuclease A family member 1, pancreatic",-3.12511129647748,1.76242294211222,-7.21991517078738,4.76070137584851e-06,0.000461644300162546,3.81600089363615
ENSG00000169436,169044,COL22A1,collagen type XXII alpha 1 chain,-3.07200845702067,3.23220769544663,-10.7305522179189,4.38502715318583e-08,3.72699862690015e-05,8.50162332898869
ENSG00000137868,64220,STRA6,signaling receptor and transporter of retinol STRA6,-3.04196936786608,3.56435441748954,-10.5391497145521,5.4825565697662e-08,4.00177726880168e-05,8.54894584432016
ENSG00000171564,2244,FGB,fibrinogen beta chain,-3.02162518069809,6.1723303463004,-7.79719537624186,2.00155030297489e-06,0.000293409078504274,5.23372854668415
ENSG00000165092,216,ALDH1A1,aldehyde dehydrogenase 1 family member A1,-3.01774760384709,3.37061070561987,-6.87574723717934,8.14578022222053e-06,0.000640735151625883,3.94292393725562
ENSG00000183044,18,ABAT,4-aminobutyrate aminotransferase,-3.01694265488952,2.9243119300429,-9.42085891578239,2.16313010575107e-07,6.18762359735243e-05,6.9532352989392
ENSG00000262655,10418,SPON1,spondin 1,-3.00628308428109,2.89397449737423,-10.2294413901637,7.92420084614881e-08,4.70584753147089e-05,7.92362910116679
ENSG00000243232,56134,PCDHAC2,"protocadherin alpha subfamily C, 2",-2.99345313459772,2.28784018024497,-6.64045656431178,1.18674535691669e-05,0.000794036053123716,3.28078330224225
